 拎包入住,AI影音,免服務費,免管理費,南北通透,可入籍,可報稅,可短租,可開伙,可養寵物,押一付一,新上架,有車位,有陽台,有電梯,社會住宅,租金補貼,隨時可遷入,高齡友善,ping,addr,Rent,type,title,lat,lng,cluster,title_clean,title_tokens,可租補,陽台
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,台北市文山區三福街4巷,7500,1,景美捷運雅房/有專人清潔環境,24.996031544409,121.542609939698,5,景美捷運雅房 有專人清潔環境,"['景美', '捷運雅房', ' ', '有', '專人', '清潔', '環境']",0,0
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,21.0,台北市文山區忠順街一段26巷13弄,16995,4,🔥七張站✦間間採光大2房✦獨立陽台✦變頻冷氣✦廁所開窗,24.982803010057,121.55962852013,4,七張站 間間採光大2房 獨立陽台 變頻冷氣 廁所開窗,"['七張', '站', ' ', '間間採', '光大', '2', '房', ' ', '獨立陽台', ' ', '變頻', '冷氣', ' ', '廁所', '開窗']",0,1
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,11.0,台北市文山區興隆路四段145巷23弄,12999,3,秒殺🔥近萬芳醫院站✦租屋補助✦電梯精緻套房✦免爬樓✦,24.985242879443,121.562800567733,8,秒殺 近萬芳醫院站 租屋補助 電梯精緻套房 免爬樓,"['秒', '殺', ' ', '近萬芳', '醫院', '站', ' ', '租屋', '補助', ' ', '電梯', '精', '緻', '套房', ' ', '免爬樓']",1,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,15.0,台北市文山區萬慶街23巷,15998,3,秒殺🔥近景美站✦採光大套房✦木質地板✦獨洗獨陽台✦變頻冷氣,24.992628614496,121.539410910779,15,秒殺 近景美站 採光大套房 木質地板 獨洗獨陽台 變頻冷氣,"['秒', '殺', ' ', '近景', '美站', ' ', '採', '光大', '套房', ' ', '木質', '地板', ' ', '獨洗', '獨陽台', ' ', '變頻', '冷氣']",0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,台北市文山區興隆路三段36巷9弄,11799,3,🔥3分鐘萬芳醫院站✦採光大空間✦獨立陽台洗衣機✦變頻冷氣,25.000881471206,121.554885395595,3,3分鐘萬芳醫院站 採光大空間 獨立陽台洗衣機 變頻冷氣,"['3', '分鐘', '萬芳', '醫院', '站', ' ', '採', '光大', '空間', ' ', '獨立陽台', '洗衣', '機', ' ', '變頻', '冷氣']",0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.0,台北市文山區興隆路三段221巷4弄10號,7500,1,全新雅房出租近文山運動中心（萬芳捷運站）,24.993882037231,121.560221315157,10,全新雅房出租近文山運動中心 萬芳捷運站,"['全新', '雅', '房出租', '近', '文山', '運動', '中心', ' ', '萬芳捷', '運站']",0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,台北市文山區萬寧街,9500,3,萬芳社區溫馨美套房！,25.003480086633,121.569267095506,1,萬芳社區溫馨美套房,"['萬芳', '社區', '溫馨', '美', '套房']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5.0,台北市文山區萬寧街,7500,3,萬芳社區近捷運站公園景觀美套房,25.003480086633,121.569267095506,1,萬芳社區近捷運站公園景觀美套房,"['萬芳', '社區', '近捷', '運站', '公園', '景觀', '美', '套房']",0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5.0,台北市文山區新光路一段,9980,3,動物園/政大★小資首選★可寵★採光佳★乾濕分離★磚牆,24.990791070895,121.573696534917,6,動物園 政大 小資首選 可寵 採光佳 乾濕分離 磚牆,"['動物園', ' ', '政', '大', ' ', '小資', '首選', ' ', '可寵', ' ', '採光佳', ' ', '乾濕', '分離', ' ', '磚牆']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10.0,台北市文山區景興路96巷,18499,3,景美站、女性專屬、獨洗曬、一層兩戶、免爬梯、新裝潢,24.9946810306,121.543417142824,5,景美站 女性專屬 獨洗曬 一層兩戶 免爬梯 新裝潢,"['景美', '站', ' ', '女性', '專屬', ' ', '獨洗', '曬', ' ', '一層', '兩戶', ' ', '免', '爬梯', ' ', '新裝潢']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8.0,台北市文山區興隆路三段112巷2弄,11999,3,萬芳醫院站2分、獨立陽台、獨立洗衣、女性專屬、免爬高、採光佳,24.998296323278,121.558805765262,3,萬芳醫院站2分 獨立陽台 獨立洗衣 女性專屬 免爬高 採光佳,"['萬芳', '醫院', '站', '2', '分', ' ', '獨立陽台', ' ', '獨立', '洗衣', ' ', '女性', '專屬', ' ', '免', '爬高', ' ', '採光佳']",0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.0,台北市文山區景興路,11997,3,景美/萬隆站、獨曬、變頻冷氣、採光佳、水泥牆、生活機能好,24.992261135246,121.544043023281,5,景美 萬隆站 獨曬 變頻冷氣 採光佳 水泥牆 生活機能好,"['景美', ' ', '萬隆', '站', ' ', '獨曬', ' ', '變頻', '冷氣', ' ', '採光佳', ' ', '水泥', '牆', ' ', '生活', '機能', '好']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10.0,台北市文山區景福街,13490,3,萬隆/景美站、可租補、一房一廳、獨立洗曬、免爬梯、變頻冷氣,24.9977920247,121.53669194,11,萬隆 景美站 可租補 一房一廳 獨立洗曬 免爬梯 變頻冷氣,"['萬隆', ' ', '景美', '站', ' ', '可租補', ' ', '一房', '一廳', ' ', '獨立', '洗', '曬', ' ', '免', '爬梯', ' ', '變頻', '冷氣']",1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,台北市文山區羅斯福路五段212巷,12000,2,萬隆精緻套房,25.002855682409,121.53785497607,14,萬隆精緻套房,"['萬隆', '精', '緻', '套房']",0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6.0,台北市文山區興隆路三段192巷3號,11000,3,沃盛睿達🏠捷運萬芳醫院｜中國科大｜採光佳｜包水網路第四臺,24.997993092059,121.558827522992,3,沃盛睿達 捷運萬芳醫院 中國科大 採光佳 包水網路第四臺,"['沃盛', '睿', '達', ' ', '捷運萬芳', '醫院', ' ', '中國', '科大', ' ', '採光佳', ' ', '包水', '網路', '第四', '臺']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,台北市文山區景華街192巷5號,13000,3,靜心小旁套房(包水電網路),24.998066073748,121.548093790909,13,靜心小旁套房 包水電網路,"['靜心', '小旁', '套房', ' ', '包水電', '網路']",0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,25.0,台北市文山區興隆路四段109巷110號,15500,4,明道國小旁便宜2房(戶籍ok),24.986796730657,121.564234905673,8,明道國小旁便宜2房 戶籍ok,"['明道', '國小旁', '便宜', '2', '房', ' ', '戶籍', 'ok']",0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,台北市文山區興隆路三段112巷2弄34號,12500,2,萬芳捷運套房限女,24.999652642291,121.556195989976,3,萬芳捷運套房限女,"['萬芳', '捷運', '套房', '限女']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.0,台北市文山區羅斯福路五段242號,12000,1,萬隆家庭式雅房(補助ok),25.001362969634,121.538997414307,2,萬隆家庭式雅房 補助ok,"['萬隆', '家庭式', '雅房', ' ', '補助', 'ok']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,5.0,台北市文山區和興路52巷7弄,6000,1,稀有便宜雅房(補助),24.986383419012,121.546187410851,0,稀有便宜雅房 補助,"['稀有', '便宜', '雅房', ' ', '補助']",0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.0,台北市文山區萬安街,12000,2,萬安街套房(補助ok)(限女),24.999990955777,121.57093336226,1,萬安街套房 補助ok 限女,"['萬安街', '套房', ' ', '補助', 'ok', ' ', '限女']",0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,台北市文山區萬壽路62號,7500,2,政大稀有套房,24.986793838901,121.587387482444,9,政大稀有套房,"['政', '大', '稀有', '套房']",0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,台北市文山區木新路三段111巷6弄15號,9000,2,木新路稀有套房,24.981306695261,121.55923028275,4,木新路稀有套房,"['木', '新路', '稀有', '套房']",0,0
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10.0,台北市文山區木新路三段,16500,3,"近景美女中,可寵採光套房,家俱全",24.981306695261,121.55923028275,4,近景美女中 可寵採光套房 家俱全,"['近景', '美女', '中', ' ', '可寵', '採光', '套房', ' ', '家', '俱全']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5.0,台北市文山區景福街133巷,7900,1,獨家🔥C房🔥🉑租補🚇景美🛗電梯✨可貓🐱,24.995989393061,121.53597839893,11,獨家 C房 租補 景美 電梯 可貓,"['獨家', ' ', 'C', '房', ' ', '租補', ' ', '景美', ' ', '電梯', ' ', '可貓']",1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.0,台北市文山區木柵路三段85巷14弄13號,5000,1,優靜便利雅房,24.989862830839,121.566967825204,16,優靜便利雅房,"['優靜', '便利', '雅房']",0,0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5.0,台北市文山區興隆路四段145巷23弄,13800,3,🏠萬芳醫院🌟可租補🌟對外窗🌟包水網路第四台🌟除濕機,24.985242879443,121.562800567733,8,萬芳醫院 可租補 對外窗 包水網路第四台 除濕機,"['萬芳', '醫院', ' ', '可租補', ' ', '對外', '窗', ' ', '包水', '網路', '第四', '台', ' ', '除濕機']",1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,台北市文山區興隆路三段192巷8弄,11000,3,沃盛睿達🏠萬芳醫院4分鐘/近中國科大採光佳/含水網路第四臺,24.997803461111,121.557570412924,3,沃盛睿達 萬芳醫院4分鐘 近中國科大採光佳 含水網路第四臺,"['沃盛', '睿', '達', ' ', '萬芳', '醫院', '4', '分鐘', ' ', '近中國', '科大', '採光佳', ' ', '含水', '網路', '第四', '臺']",0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4.0,台北市文山區羅斯福路五段242號,12000,1,萬隆捷運站1分鐘★可租補,25.001362969634,121.538997414307,2,萬隆捷運站1分鐘 可租補,"['萬隆捷', '運站', '1', '分鐘', ' ', '可租補']",1,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,8.0,台北市文山區仙岩路,20000,3,景美🏠電梯飯店式管理👍乾濕分離流理台飲水機💦,24.999616603943,121.54957499293,13,景美 電梯飯店式管理 乾濕分離流理台飲水機,"['景美', ' ', '電梯', '飯', '店式', '管理', ' ', '乾濕', '分離', '流理台', '飲水機']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.0,台北市文山區景興路96巷,19500,3,景美🏠免爬梯👍台水電❤️變頻冷氣✅陽台獨洗曬💦近捷機能,24.9946810306,121.543417142824,5,景美 免爬梯 台水電 變頻冷氣 陽台獨洗曬 近捷機能,"['景美', ' ', '免', '爬梯', ' ', '台水電', ' ', '變頻', '冷氣', ' ', '陽台', '獨洗', '曬', ' ', '近捷', '機能']",0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,台北市文山區興隆路三段112巷2弄,13000,3,萬芳醫院🏠免爬高👍可獨曬💦採光通風✨近捷機能佳,24.998296323278,121.558805765262,3,萬芳醫院 免爬高 可獨曬 採光通風 近捷機能佳,"['萬芳', '醫院', ' ', '免', '爬高', ' ', '可獨', '曬', ' ', '採', '光通', '風', ' ', '近捷', '機能', '佳']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,台北市文山區辛亥路五段73巷7弄,12000,3,萬芳🏥包裹代收‼️全新裝潢✨免爬高✨生活機能佳✨變頻冷氣,24.997809894197,121.553459622609,7,萬芳 包裹代收 全新裝潢 免爬高 生活機能佳 變頻冷氣,"['萬芳', ' ', '包裹', '代收', ' ', '全新', '裝潢', ' ', '免', '爬高', ' ', '生活', '機能', '佳', ' ', '變頻', '冷氣']",0,0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,15.0,台北市文山區仙岩路6巷,12000,4,景美🏠台電包水❤️免爬高👍2層樓大空間✅雙陽台生活機能佳,24.997858270547,121.548366523761,13,景美 台電包水 免爬高 2層樓大空間 雙陽台生活機能佳,"['景美', ' ', '台電', '包水', ' ', '免', '爬高', ' ', '2', '層樓', '大空間', ' ', '雙陽台', '生活', '機能', '佳']",0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,台北市文山區興隆路三段112巷2弄,13000,3,萬芳🚄免爬高獨曬🌟包水網路第四🛜採光通風佳🥳機能好,24.998296323278,121.558805765262,3,萬芳 免爬高獨曬 包水網路第四 採光通風佳 機能好,"['萬芳', ' ', '免', '爬高', '獨曬', ' ', '包水', '網路', '第四', ' ', '採', '光通', '風佳', ' ', '機能', '好']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,9.0,台北市文山區仙岩路,19999,3,景美🌟獨立陽台🌟衛浴抽風/烘衣機/流理台/可開伙/包網,24.999616603943,121.54957499293,13,景美 獨立陽台 衛浴抽風 烘衣機 流理台 可開伙 包網,"['景美', ' ', '獨立陽台', ' ', '衛浴', '抽風', ' ', '烘衣機', ' ', '流理台', ' ', '可開伙', ' ', '包網']",0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,15.0,台北市文山區仙岩路6巷,12000,3,景美萬芳🚄免爬高1+1大空間🌟便宜首選台電⚡️近超商,24.997858270547,121.548366523761,13,景美萬芳 免爬高1 1大空間 便宜首選台電 近超商,"['景美', '萬芳', ' ', '免', '爬高', '1', ' ', '1', '大空間', ' ', '便宜', '首選', '台電', ' ', '近超商']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,台北市文山區辛亥路五段76巷7弄,12000,3,中國科技大學🚄包裹垃圾代收✅免爬高首批入住🥳水泥隔間🌟,24.999005601275,121.553485450127,7,中國科技大學 包裹垃圾代收 免爬高首批入住 水泥隔間,"['中國', '科技', '大學', ' ', '包裹', '垃圾', '代收', ' ', '免', '爬高', '首批', '入住', ' ', '水泥', '隔間']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.0,台北市文山區景興路96巷,19500,3,景美🚄免爬高獨洗曬✅台水電變頻冷氣🌟裝潢新包網路第四台,24.9946810306,121.543417142824,5,景美 免爬高獨洗曬 台水電變頻冷氣 裝潢新包網路第四台,"['景美', ' ', '免', '爬高', '獨洗', '曬', ' ', '台水', '電變', '頻冷氣', ' ', '裝潢', '新包', '網路', '第四', '台']",0,0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4.0,台北市文山區辛亥路六段,5600,1,近世新大學優質雅房、套房，乾淨舒適,24.991877634194,121.551407155658,18,近世新大學優質雅房 套房 乾淨舒適,"['近世', '新大學', '優質', '雅房', ' ', '套房', ' ', '乾淨', '舒適']",0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,台北市文山區萬隆街19巷2弄,8000,2,近羅斯福路萬隆捷運分離式冷氣套房自租,25.000537352171,121.539206123696,2,近羅斯福路萬隆捷運分離式冷氣套房自租,"['近羅斯福路', '萬隆捷', '運分', '離式', '冷氣', '套房', '自租']",0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.0,台北市文山區景興路275巷,7550,1,世新政大师師範學生請勿仲介自備家電,24.990086944832,121.543084597934,15,世新政大师師範學生請勿仲介自備家電,"['世', '新政', '大师', '師範學生', '請', '勿', '仲介', '自備', '家電']",0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6.0,台北市文山區汀州路四段,12500,2,近台大、台科大、師大分部,25.007362204699,121.537155999252,14,近台大 台科大 師大分部,"['近', '台大', ' ', '台', '科大', ' ', '師大', '分部']",0,0
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,8.0,台北市文山區興隆路二段220巷55弄,15500,3,萊恩/💎可寵/我是頂加5樓/精美家具/打造自己的小窩,24.999600063493,121.551623031085,7,萊恩 可寵 我是頂加5樓 精美家具 打造自己的小窩,"['萊恩', ' ', '可寵', ' ', '我', '是', '頂加', '5', '樓', ' ', '精美', '家具', ' ', '打造', '自己', '的', '小窩']",0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,12.0,台北市文山區興隆路三段192巷8弄26號,16500,3,交通便利文山區最優質套房在這裡,24.997888084034,121.557723088915,3,交通便利文山區最優質套房在這裡,"['交通', '便利', '文山', '區最', '優質', '套房', '在', '這裡']",0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4.0,台北市文山區景華街128巷3弄,5000,1,景華街雅房(近世新台大台科),24.995724336013,121.54764484517,13,景華街雅房 近世新台大台科,"['景華街', '雅房', ' ', '近世', '新', '台大', '台科']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.0,台北市文山區和興路44巷1弄,7000,1,★獨立陽台★世新大學★台水電計費★超大露台★,24.984641198527,121.547359536191,0,獨立陽台 世新大學 台水電計費 超大露台,"['獨立陽台', ' ', '世新大學', ' ', '台水', '電計費', ' ', '超大', '露台']",0,1
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5.0,台北市文山區景福街159號,10000,3,@近景美站@交通便利@生活機能家,24.995359557213,121.536740083963,11,近景美站 交通便利 生活機能家,"['近景', '美站', ' ', '交通', '便利', ' ', '生活', '機能家']",0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,台北市文山區木柵路一段,7200,3,世新大學【超值租案】垃圾代收★女性專屬★景美商圈,24.986870628629,121.546508825123,0,世新大學 超值租案 垃圾代收 女性專屬 景美商圈,"['世新大學', ' ', '超值', '租案', ' ', '垃圾', '代收', ' ', '女性', '專屬', ' ', '景美', '商圈']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2.9,台北市文山區羅斯福路五段218巷,9800,1,樂宅｜NO.086文山羅斯福路｜全新萬隆站X5樓可租補,25.002073988355,121.53903601044,2,樂宅 NO 086文山羅斯福路 全新萬隆站X5樓可租補,"['樂宅', ' ', 'NO', ' ', '086', '文山', '羅', '斯福路', ' ', '全新', '萬隆', '站', 'X5', '樓', '可租補']",1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.4,台北市文山區汀州路四段140巷2弄,12800,1,樂宅｜NO.067文山汀州路｜萬隆站X可租補,25.0051366963,121.53540614286,14,樂宅 NO 067文山汀州路 萬隆站X可租補,"['樂宅', ' ', 'NO', ' ', '067', '文山', '汀州', '路', ' ', '萬隆', '站', 'X', '可租補']",1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,台北市文山區辛亥路六段96號,9500,2,"木柵辛亥路口,近考試院、世新大學",24.988478769077,121.552173095547,0,木柵辛亥路口 近考試院 世新大學,"['木柵', '辛亥', '路口', ' ', '近考', '試院', ' ', '世新大學']",0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,台北市文山區興隆路三段,12300,3,可以租補｜海巡署正對面溫馨套房,24.995135557669,121.559747711824,10,可以租補 海巡署正對面溫馨套房,"['可以', '租補', ' ', '海巡', '署正', '對面', '溫馨', '套房']",1,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,11.5,台北市文山區指南路二段,18600,3,東昇社宅/政大豐匯/採光陽台套房/可租補,24.986999971207,121.578479444041,9,東昇社宅 政大豐匯 採光陽台套房 可租補,"['東', '昇', '社宅', ' ', '政大', '豐匯', ' ', '採光陽台', '套房', ' ', '可租補']",1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,台北市文山區木新路二段,8700,3,免佣）政大首選【超值租案】飲水機★獨立衛浴★木新商圈,24.984498757334,121.56997521775,16,免佣 政大首選 超值租案 飲水機 獨立衛浴 木新商圈,"['免佣', ' ', '政大首', '選', ' ', '超值', '租案', ' ', '飲水機', ' ', '獨立', '衛浴', ' ', '木新', '商圈']",0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,台北市文山區興隆路一段,11100,1,免佣）捷運萬隆站【優質雅房】可補助★採光優★低樓層,25.004269661114,121.539133954494,14,免佣 捷運萬隆站 優質雅房 可補助 採光優 低樓層,"['免佣', ' ', '捷運萬隆', '站', ' ', '優質', '雅房', ' ', '可補助', ' ', '採光優', ' ', '低樓', '層']",0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,台北市文山區興隆路三段,9999,3,免佣）近捷運萬芳醫院【超值租案】有陽台★洗衣機★獨立衛浴,24.995135557669,121.559747711824,10,免佣 近捷運萬芳醫院 超值租案 有陽台 洗衣機 獨立衛浴,"['免佣', ' ', '近捷', '運萬芳', '醫院', ' ', '超值', '租案', ' ', '有陽台', ' ', '洗衣', '機', ' ', '獨立', '衛浴']",0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0,台北市文山區興隆路一段,16500,4,免佣）捷運萬隆站【超值3房】有陽台★採光優★附傢俱,25.004269661114,121.539133954494,14,免佣 捷運萬隆站 超值3房 有陽台 採光優 附傢俱,"['免佣', ' ', '捷運萬隆', '站', ' ', '超值', '3', '房', ' ', '有陽台', ' ', '採光優', ' ', '附', '傢', '俱']",0,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0,台北市文山區興隆路三段,18000,4,近捷運萬芳醫院【超值2房1廳】附傢俱★有陽台★獨洗衣機,24.995135557669,121.559747711824,10,近捷運萬芳醫院 超值2房1廳 附傢俱 有陽台 獨洗衣機,"['近捷', '運萬芳', '醫院', ' ', '超值', '2', '房', '1', '廳', ' ', '附', '傢', '俱', ' ', '有陽台', ' ', '獨', '洗衣', '機']",0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,台北市文山區興隆路一段,10999,3,免佣）捷運萬隆站【超值租案】可補助★獨立衛浴★文山公園,25.004269661114,121.539133954494,14,免佣 捷運萬隆站 超值租案 可補助 獨立衛浴 文山公園,"['免佣', ' ', '捷運萬隆', '站', ' ', '超值', '租案', ' ', '可補助', ' ', '獨立', '衛浴', ' ', '文山', '公園']",0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,台北市文山區羅斯福路五段,8999,3,免佣）捷運萬隆站3分【超值租案】雙面採光★獨立衛浴★小資首選,25.005255054602,121.5388267536,14,免佣 捷運萬隆站3分 超值租案 雙面採光 獨立衛浴 小資首選,"['免佣', ' ', '捷運萬隆', '站', '3', '分', ' ', '超值', '租案', ' ', '雙面', '採光', ' ', '獨立', '衛浴', ' ', '小資', '首選']",0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,台北市文山區興隆路三段,9000,3,免佣）近捷運萬芳醫院【秒殺租案】有陽台★獨洗衣機★小資首選,24.995135557669,121.559747711824,10,免佣 近捷運萬芳醫院 秒殺租案 有陽台 獨洗衣機 小資首選,"['免佣', ' ', '近捷', '運萬芳', '醫院', ' ', '秒', '殺', '租案', ' ', '有陽台', ' ', '獨', '洗衣', '機', ' ', '小資', '首選']",0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,台北市文山區興隆路二段,12000,3,免佣）近捷運萬芳醫院【超值租案】採光優★獨立衛浴★小資首選,25.000737057098,121.549415571791,13,免佣 近捷運萬芳醫院 超值租案 採光優 獨立衛浴 小資首選,"['免佣', ' ', '近捷', '運萬芳', '醫院', ' ', '超值', '租案', ' ', '採光優', ' ', '獨立', '衛浴', ' ', '小資', '首選']",0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,台北市文山區興隆路四段,9000,3,免佣）木柵公園【超值租案】限女性★採光優★獨立衛浴,24.986699812759,121.560933705504,8,免佣 木柵公園 超值租案 限女性 採光優 獨立衛浴,"['免佣', ' ', '木柵公園', ' ', '超值', '租案', ' ', '限', '女性', ' ', '採光優', ' ', '獨立', '衛浴']",0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,台北市文山區興隆路三段,8999,3,免佣）捷運萬芳醫院站3分【超值租案】可補助★獨立衛浴,24.995135557669,121.559747711824,10,免佣 捷運萬芳醫院站3分 超值租案 可補助 獨立衛浴,"['免佣', ' ', '捷運萬芳', '醫院', '站', '3', '分', ' ', '超值', '租案', ' ', '可補助', ' ', '獨立', '衛浴']",0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,台北市文山區興隆路三段,7999,3,免佣）捷運萬芳醫院站【超值租案】限女性★免爬梯★對外窗,24.995135557669,121.559747711824,10,免佣 捷運萬芳醫院站 超值租案 限女性 免爬梯 對外窗,"['免佣', ' ', '捷運萬芳', '醫院', '站', ' ', '超值', '租案', ' ', '限', '女性', ' ', '免', '爬梯', ' ', '對外', '窗']",0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.0,台北市文山區萬芳路,20000,3,免佣）近捷運木柵【稀有租案】補助洽★養寵洽★流理台,24.998785145547,121.569291778065,1,免佣 近捷運木柵 稀有租案 補助洽 養寵洽 流理台,"['免佣', ' ', '近捷', '運木柵', ' ', '稀有', '租案', ' ', '補助洽', ' ', '養寵洽', ' ', '流理台']",0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,台北市文山區興隆路四段,13799,3,免佣）明道國小【超值租案】可補助★獨洗衣機★女性專屬,24.986699812759,121.560933705504,8,免佣 明道國小 超值租案 可補助 獨洗衣機 女性專屬,"['免佣', ' ', '明道', '國小', ' ', '超值', '租案', ' ', '可補助', ' ', '獨', '洗衣', '機', ' ', '女性', '專屬']",0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,台北市文山區景豐街,8499,3,免佣）景美運動公園【超值租案】獨洗衣機★免爬梯★對外窗,25.000249957777,121.54593908359,13,免佣 景美運動公園 超值租案 獨洗衣機 免爬梯 對外窗,"['免佣', ' ', '景美', '運動', '公園', ' ', '超值', '租案', ' ', '獨', '洗衣', '機', ' ', '免', '爬梯', ' ', '對外', '窗']",0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.0,台北市文山區羅斯福路六段,14000,2,萬隆捷運附近3分鐘採光佳方正優質套房,24.994496793815,121.541112282616,5,萬隆捷運附近3分鐘採光佳方正優質套房,"['萬隆', '捷運', '附近', '3', '分鐘', '採光佳', '方正', '優質', '套房']",0,0
